number,name,addressStreet,addressParcel
5672,대박명당,충남 천안시 서북구 봉주로 55,충남 천안시 서북구 직산읍 삼은리 412
5673,로또,충남 홍성군 조양로 162,충남 홍성군 홍성읍 오관리 311-5
5674,으뜸로또복권방,충남 홍성군 문화로 116,충남 홍성군 홍성읍 오관리 453
5675,아찌라,충남 공주시 산성시장5길 26,충남 공주시 산성동 170-17번지
5676,로또BANK,충남 공주시 공주대학로 95,충남 공주시 신관동 653-14번지
5677,로또복권,충남 공주시 무령로 314-1,충남 공주시 옥룡동 338-3
5678,로또복권방중동점,충남 공주시 무령로 220,충남 공주시 중동 147-95번지
5679,영약국,충남 금산군 금산읍 인삼로 104,충남 금산군 금산읍 중도리 361-4번지
5680,돈방석복권방,충남 논산시 시민로 304,충남 논산시 내동 297-13
5681,동부슈퍼로또,충남 보령시 중앙로 178,충남 보령시 대천동 372-1번지
5682,장미슈퍼,충남 부여군 부여읍 계백로 265,충남 부여군 부여읍 동남리 739-9번지
5683,천하명당,충남 서산시 남원1길 107,충남 서산시 석남동 575-1
5684,청양복권방,충남 청양군 고리섬들길 76,충남 청양군 청양읍 읍내리 326-4
5685,태안로또복권방,충남 태안군 독샘로 57,충남 태안군 태안읍 동문리 481-7
5686,해피복권,충남 태안군 환동로 82 태안프라자,충남 태안군 태안읍 남문리 576-18
5687,복권나라,충남 홍성군 아문길 57,충남 홍성군 홍성읍 오관리 222-3
5688,중앙사무기,충남 금산군 비선길 30 중앙사무기,충남 금산군 금산읍 중도리 503-4
5689,제일복권,충남 논산시 중앙로 235 놀뫼아파트,충남 논산시 내동 969
5690,노다지복권방,충남 보령시 신설6길 88,충남 보령시 동대동 729-10
5691,로또판매점,충남 태안군 환동로 37,충남 태안군 태안읍 남문리 629-2
5692,로또명당해미점,충남 서산시 남문2로 108,충남 서산시 해미면 읍내리 295-4
5693,대박슈퍼,세종 행복10길 3,세종 조치원읍 침산리 269-8번지
5694,행운복권방,충남 예산군 예산로 241,충남 예산군 예산읍 예산리 178-2번지
5695,계룡복권방,충남 계룡시 계룡대로 239,충남 계룡시 금암동 72-6번지
5696,꿀사랑,충남 논산시 해월로179번길 10,충남 논산시 반월동 78-4
5697,로또복권방,충남 당진시 신복운로4길 21,충남 당진시 송악읍 복운리 1645-7
5698,날개복권#,충남 서산시 율지5로 16,충남 서산시 동문동 295-1
5699,행운마트,충남 아산시 서해로 654,충남 아산시 인주면 공세리 114-18
5700,우리별텔레콤(SK백석점),충남 천안시 서북구 백석로 116,충남 천안시 서북구 백석동 859번지
5701,시민슈퍼,충남 서산시 문화로 51,충남 서산시 읍내동 606-2
5702,토토복권방,충남 서산시 동서1로 63,충남 서산시 석림동 444번지
5703,서산 터미널복권방,충남 서산시 안견로 190 서산공용버스터미널,충남 서산시 동문동 309-3
5704,복권명당,충남 공주시 번영1로 41,충남 공주시 신관동 585-12번지
5705,논산복권방,충남 논산시 계백로 1016,충남 논산시 취암동 1040-23
5706,천하제일복권명당연무점,충남 논산시 안심로 163,충남 논산시 연무읍 안심리 1126-36번지
5707,강경복권방,충남 논산시 강경읍 계백로 126-1,충남 논산시 강경읍 대흥리 19-3번지
5708,로또복권방,충남 당진시 당진중앙1로 21,충남 당진시 읍내동 620-5번지
5709,부여복권방,충남 부여군 사비로 94,충남 부여군 부여읍 구아리 198
5710,행운천하명당,충남 서천군 서천로 120,충남 서천군 서천읍 군사리 750-2
5711,오뚜기복권방,충남 아산시 온천대로 1094,충남 아산시 득산동 386-5
5712,조치원복권방,세종 조치원로 9-1,세종 조치원읍 원리 9-20
5713,천안역로또토토복권방,충남 천안시 동남구 대흥로 237,충남 천안시 동남구 대흥동 123-1번지
5714,잉크와복권방,충남 천안시 동남구 차돌로 84,충남 천안시 동남구 다가동 352-7번지
5715,충청복권전문점,충남 천안시 서북구 성환읍 성환2로 108,충남 천안시 서북구 성환읍 성환리 375-9번지
5716,왔다복권,충남 천안시 서북구 서부16길 9,충남 천안시 서북구 성정동 646-12번지
5717,노다지복권방,충남 천안시 동남구 원성천1길 151,충남 천안시 동남구 원성동 479-27번지
5718,공주복권방,충남 공주시 웅진로 210-2,충남 공주시 산성동 136-4
5719,보령복권방,충남 보령시 중앙로 48,충남 보령시 동대동 828-4번지
5720,하나로슈퍼,"충남 보령시 주공로 65 명천주공3,4,5차아파트",충남 보령시 명천동 389
5721,나눔로또 토토,충남 서산시 무학로 1742 아진아파트,충남 서산시 인지면 둔당리 224
5722,777천하명당,충남 서천군 충절로 54,충남 서천군 서천읍 군사리 684-5번지
5723,온양종합약국점,충남 아산시 시민로 399,충남 아산시 온천동 226-32번지
5724,21시슈퍼,충남 아산시 온천대로 1528,충남 아산시 온천동 81-16번지
5725,플러스24쌍용본점,충남 천안시 서북구 월봉로 74,충남 천안시 서북구 쌍용동 1525번지
5726,위앤조이,충남 천안시 서북구 천안대로 1391,충남 천안시 서북구 신당동 634-7번지
5727,왕24시,충남 서산시 읍내6로 23,충남 서산시 읍내동 111-10
5728,서산복권방,충남 서산시 고운로 103,충남 서산시 읍내동 137-8
5729,당진복권방,충남 당진시 교동길 140 현대농약사,충남 당진시 읍내동 645
5730,대박찬스,전북 군산시 칠성로 164,전북 군산시 산북동 3535-9번지
5731,코사마트크로바점,전북 전주시 덕진구 매봉로 26,전북 전주시 덕진구 금암동 1580-14번지
5732,제일쇼핑,전북 익산시 고봉로30길 11 제일아파트상가,전북 익산시 영등동 768-1
5733,미르복권편의점,전북 군산시 문화로 119,전북 군산시 수송동 68-20번지
5734,탑복권방,전북 전주시 완산구 거마평로 224,전북 전주시 완산구 효자동1가 607-14
5735,아리랑복권방,전북 전주시 완산구 거마평로 192,전북 전주시 완산구 효자동1가 622-8번지
5736,천하명당산북점,전북 군산시 동아로 142,전북 군산시 산북동 3541-10번지
5737,부자복권방,전북 전주시 완산구 서곡4길 45-4,전북 전주시 완산구 효자동3가 1472-3
5738,은혜복권방,전북 전주시 완산구 당산로 52,전북 전주시 완산구 서신동 796-4번지
5739,복권나라,전북 전주시 완산구 거마평로 60,전북 전주시 완산구 삼천동1가 602-4번지
5740,복권세상,전북 전주시 덕진구 안덕원로 156-1,전북 전주시 덕진구 인후동2가 236-138번지
5741,팡팡복권마트.잡화슈퍼,전북 전주시 덕진구 가리내로 26,전북 전주시 덕진구 금암동 460-30
5742,신대박복권방,전북 전주시 덕진구 전주천동로 477 북경루,전북 전주시 덕진구 금암동 760-15
5743,노다지복권방,전북 전주시 완산구 송정2길 19,전북 전주시 완산구 삼천동1가 595번지
5744,복권나라,전북 전주시 완산구 서원로 289-6,전북 전주시 완산구 중화산동2가 114
5745,대박복권방,전북 전주시 완산구 용머리로 195,전북 전주시 완산구 서완산동2가 360-9번지
5746,여기있었네복권방,전북 전주시 완산구 전주객사5길 83,전북 전주시 완산구 고사동 222-1번지
5747,복권백화점,전북 정읍시 새암길 17-1,전북 정읍시 수성동 579-8번지
5748,여기있었네복권방,전북 김제시 남북로 171,전북 김제시 요촌동 474-3번지
5749,일등복권방,전북 익산시 부송1로 51,전북 익산시 부송동 781-3
5750,희망복권,전북 익산시 선화로 329,전북 익산시 마동 166-58번지
5751,행복복권나라,전북 익산시 인북로 206-8,전북 익산시 남중동 266-6번지
5752,운수대통복권방,전북 익산시 무왕로23길 3,전북 익산시 부송동 710-23
5753,부자복권방,전북 군산시 구시장로 4,전북 군산시 대명동 138-12번지
5754,서영상사(순창샘물),전북 군산시 공단대로 629,전북 군산시 소룡동 1538-3번지
5755,떳다복권방,전북 군산시 조촌로 90,전북 군산시 조촌동 739-22번지
5756,대박천국,전북 군산시 가도로 217 다모아,전북 군산시 오식도동 608-4
5757,도깨비복권방,전북 군산시 문화로 29,전북 군산시 문화동 34-7번지
5758,천하명당복권방,전북 익산시 선화로 130,전북 익산시 모현동1가 186-71번지
5759,와이복권판매점,전북 전주시 완산구 유연로 268,전북 전주시 완산구 중화산동2가 743-4번지
5760,꽃샘슈퍼,전북 전주시 완산구 팔달로 130-1,전북 전주시 완산구 전동 65-1
5761,동서슈퍼,전북 전주시 완산구 충경로 86-1,전북 전주시 완산구 경원동1가 2-14번지
5762,모래내마트,전북 전주시 덕진구 건산로 43,전북 전주시 덕진구 금암2동 200-13번지
5763,GS25 전주팔달로점,전북 전주시 완산구 팔달로 192,전북 전주시 완산구 경원동3가 64-6
5764,용덕슈퍼,전북 김제시 동서로 172,전북 김제시 요촌동 160-8번지
5765,흥건슈퍼,전북 전주시 완산구 거마평로 25 흥건1차아파트상가,전북 전주시 완산구 삼천동1가 300-3
5766,성운슈퍼,전북 김제시 중앙로 287,전북 김제시 신풍동 37-3번지
5767,비사벌쇼핑,전북 김제시 도작로 89 비사벌아파트,전북 김제시 신풍동 595
5768,복돼지복권방,전북 익산시 선화로1길 4 배산시티프라자,전북 익산시 모현동1가 865
5769,드림복권,전북 익산시 무왕로20길 20-2,전북 익산시 어양동 643-6
5770,대흥슈퍼,전북 익산시 익산대로20길 43,전북 익산시 창인동1가 203-3번지
5771,다모아마트,전북 익산시 약촌로 31 대신쉐르빌아파트,전북 익산시 금강동 364-1
5772,사랑슈퍼,전북 익산시 인북로 241-4,전북 익산시 남중동 36-47번지
5773,제일마트,전북 군산시 진포로 145,전북 군산시 경장동 500-21번지
5774,전원슈퍼,전북 군산시 현충로 33,전북 군산시 나운동 1255-8번지
5775,G(금정)마트휴게실,전북 군산시 조촌로 66,전북 군산시 조촌동 752-1번지
5776,보증슈퍼,전북 군산시 공항로 123 참나무곱창,전북 군산시 소룡동 1555-7
5777,현대마트휴게실,전북 군산시 경포천동길 26,전북 군산시 경암동 674-25번지
5778,누가마트,전북 군산시 백릉로 64,전북 군산시 조촌동 776-14번지
5779,동남슈퍼,전북 부안군 번영로 173 동남마켓,전북 부안군 부안읍 동중리 130-5
5780,롯데마트,전북 군산시 하나운로 43,전북 군산시 나운동 345번지
5781,한아름슈퍼,전북 군산시 공단대로 580,전북 군산시 소룡동 1534-15번지
5782,로또팡팡 토토팡팡,전북 군산시 지곡로 30,전북 군산시 지곡동 525-1번지
5783,신일마트,전북 군산시 의료원로 159,전북 군산시 나운동 156-2번지
5784,한성슈퍼,전북 익산시 익산대로 52,전북 익산시 평화동 247-6번지
5785,팡팡복권방,전북 익산시 인북로 99,전북 익산시 갈산동 168번지
5786,(sk)대박상회,전북 전주시 완산구 홍산1길 7 전주효자SKLeadersVIEW,전북 전주시 완산구 효자동2가 1157-4
5787,자수정슈퍼,전북 전주시 완산구 용머리로 152,전북 전주시 완산구 효자동1가 195-19번지
5788,황금복권방,전북 익산시 무왕로9길 57,전북 익산시 영등동 803-4
5789,일등로또방,전북 전주시 완산구 장승배기로 203,전북 전주시 완산구 평화동1가 558-1번지
5790,로또편의점,전북 전주시 덕진구 아중로 173,전북 전주시 덕진구 인후동1가 920-5번지
5791,행운열차,전북 정읍시 중앙로 231,전북 정읍시 상동 655-15
5792,플러스복권방,전북 익산시 하나로13길 18 우남그랜드타운,전북 익산시 영등동 822
5793,모현로또방,전북 익산시 고현로 109,전북 익산시 모현동1가 297-42번지
5794,혜성프라자,전북 익산시 함열읍 함열중앙로 10,전북 익산시 함열읍 와리 547-1번지
5795,농산물직판장,전북 군산시 백토로 128,전북 군산시 나운동 501번지
5796,동아전업사,전북 전주시 덕진구 기린대로 691-2,전북 전주시 덕진구 팔복동2가 247-13번지
5797,로또편의점,전북 전주시 덕진구 기린대로 469,전북 전주시 덕진구 덕진동1가 1267-18
5798,다농현대보석,전북 전주시 덕진구 시천로 96-14,전북 전주시 덕진구 송천동2가 587-5번지
5799,삼창복권방,전북 군산시 조촌로 115,전북 군산시 조촌동 828-7번지
5800,로또복권방,전북 익산시 부송로2길 4 남양유업,전북 익산시 부송동 1050-1
5801,행운복권방 보생당건강원,전북 익산시 무왕로 1268,전북 익산시 부송동 216-17번지
5802,카카오복권방,전북 익산시 금마면 금마4길 5-5,전북 익산시 금마면 동고도리 697-4번지
5803,월드복권방,전북 익산시 서동로 59,전북 익산시 주현동 228-22번지
5804,춘향로또,전북 남원시 동림로 102-1 산들애 김밥,전북 남원시 향교동 277-6
5805,꿈나라복권방,전북 순창군 남계로 86-3,전북 순창군 순창읍 남계리 335번지
5806,대영멋쟁이마트,전북 완주군 왕궁로 10 대영1차아파트,전북 완주군 삼례읍 삼례리 297-10
5807,삼례로또복권,전북 완주군 삼례읍 동학로 32,전북 완주군 삼례읍 삼례리 910-20번지
5808,오성슈퍼복권방,전북 전주시 덕진구 호반8길 13-4,전북 전주시 덕진구 덕진동2가 20번지
5809,에덴로또,전북 전주시 덕진구 쪽구름로 34,전북 전주시 덕진구 동산동 566-17번지
5810,돈방석,전북 전주시 완산구 서신로 35,전북 전주시 완산구 서신동 831-3번지
5811,100억만들기,전북 전주시 덕진구 과학로 53,전북 전주시 덕진구 송천동2가 354-3
5812,대명복권방,전북 전주시 덕진구 호성1길 12,전북 전주시 덕진구 우아동3가 594-5번지
5813,팡팡로또복권방,전북 전주시 덕진구 건산로 163,전북 전주시 덕진구 인후동1가 626-3
5814,대박복권방,전북 전주시 덕진구 건산로 252,전북 전주시 덕진구 인후동1가 846-5
5815,대박복권방,전북 전주시 완산구 전주천서로 145,전북 전주시 완산구 동완산동 67번지
5816,로또방,전북 전주시 완산구 소대배기로 9,전북 전주시 완산구 평화동2가 341-3번지
5817,대흥당,전북 정읍시 관통로 102,전북 정읍시 시기동 431-2
5818,고인돌대박천국,전북 고창군 고창읍 성산2길 7,전북 고창군 고창읍 읍내리 656번지
5819,클로버복권샵,전북 군산시 미장안길 55 현대파인빌2차,전북 군산시 미장동 51-1
5820,제일로또복권방,전북 군산시 부곡로 126,전북 군산시 미룡동 843-5번지
5821,부영2차문구,전북 김제시 도작로 139,전북 김제시 검산동 1032번지
5822,로또복권판매도통점,전북 남원시 용성로 232,전북 남원시 도통동 584-1번지
5823,로또복권토토위드미완주공단점,전북 완주군 봉동읍 과학로 1009,전북 완주군 봉동읍 둔산리 903-2번지
5824,봉황로또,전북 임실군 운수로 6,전북 임실군 임실읍 이도리 182-4
5825,금암복권방,전북 전주시 덕진구 조경단로 39,전북 전주시 덕진구 금암동 526-30번지
5826,참깨열쇠.복권,전북 전주시 완산구 용리로 43,전북 전주시 완산구 효자동1가 669-4번지
5827,로또복권방,전북 전주시 완산구 양지2길 11,전북 전주시 완산구 평화동2가 569-2번지
5828,대박토론방,전북 전주시 완산구 장승배기로 341,전북 전주시 완산구 서서학동 362-18
5829,운수대통복권샵,전북 전주시 완산구 중화산로 101,전북 전주시 완산구 중화산동2가 755-8번지
5830,LH로또,전북 전주시 완산구 호암로 91,전북 전주시 완산구 효자동2가 1316-4번지
5831,황금노다지,전북 전주시 완산구 용머리로 76,전북 전주시 완산구 효자동1가 280번지
5832,로또복권방,전북 정읍시 충정로 442,전북 정읍시 농소동 191-31
5833,복권나라정읍점,전북 정읍시 중앙로 175,전북 정읍시 시기동 181-3번지
5834,그린복권방,전북 군산시 신설로 26 나운태권도,전북 군산시 나운동 767-12
5835,팡팡로또복권,전북 김제시 중앙로 90,전북 김제시 요촌동 293-8번지
5836,국민로또방,전북 김제시 서낭당길 45,전북 김제시 요촌동 255-6번지
5837,행운복권방,전북 김제시 중앙로 124,전북 김제시 요촌동 230-5
5838,행운복권방,전북 부안군 부안읍 번영로 109,전북 부안군 부안읍 서외리 28-4번지
5839,복조리복권방,전북 장수군 장계면 장계천변길 55-4,전북 장수군 장계면 장계리 351-8번지
5840,로또판매점,전북 장수군 장수읍 싸리재로 18,전북 장수군 장수읍 장수리 277-1번지
5841,관통로또,전북 전주시 완산구 충경로 17,전북 전주시 완산구 중앙동1가 33-1번지
5842,한진롯또대박판매점,전북 고창군 복분자로 900,전북 고창군 부안면 중흥리 139
5843,삼성로또복권방슈퍼,전북 남원시 네마실1길 10-5,전북 남원시 향교동 136-4
5844,복드림로또복권방,전북 군산시 백토로 79-1,전북 군산시 문화동 909-3번지
5845,공원로또복권,전북 익산시 서동로8길 44,전북 익산시 동산동 1050-3
5846,왕대박복권,전북 전주시 덕진구 가련산로 17,전북 전주시 덕진구 덕진동2가 681-7번지
5847,복권매니아,전북 전주시 덕진구 기린대로 523,전북 전주시 덕진구 덕진동1가 1400-3번지
5848,대박복권방,전북 김제시 화동길 51,전북 김제시 요촌동 117-10번지
5849,또또복권방,전북 익산시 고봉로32길 3,전북 익산시 영등동 827-3번지
5850,행운복권방,전북 익산시 신동로 75,전북 익산시 남중동 534-60
5851,행운복권방,전북 고창군 중앙로 200,전북 고창군 고창읍 읍내리 636
5852,제일복권방,전북 군산시 미원로 39,전북 군산시 삼학동 812-29번지
5853,복권나라,전북 군산시 번영로 891,전북 군산시 대야면 지경리 731-2번지
5854,종합복권판매소,전북 군산시 팔마로 145,전북 군산시 동흥남동 398-18
5855,골드복권방,전북 군산시 중앙로 130,전북 군산시 중앙로2가 1-1번지
5856,도깨비복권방,전북 군산시 월명로 372,전북 군산시 삼학동 313-17번지
5857,영유통(로또복권),전북 군산시 미룡로 45,전북 군산시 미룡동 896-3번지
5858,인생역전복권방,전북 군산시 나운로 4 군산현대코아백화점,전북 군산시 문화동 536-2
5859,남원복권방,전북 남원시 남문로 414,전북 남원시 금동 565-17번지
5860,부안복권방,전북 부안군 번영로 135,전북 부안군 부안읍 서외리 7-11번지
5861,정관장홍삼부안점,전북 부안군 석정로 197,전북 부안군 부안읍 동중리 131-6번지
5862,순창복권방,전북 순창군 순창읍 장류로 369,전북 순창군 순창읍 남계리 207-6번지
5863,소라복권방,전북 익산시 인북로 329,전북 익산시 신동 817-34번지
5864,현텔레콤,전북 전주시 덕진구 아중로 142,전북 전주시 덕진구 인후동1가 928-1
5865,행운하우스,전북 전주시 덕진구 송천4길 56-14,전북 전주시 덕진구 송천동1가 596-25번지
5866,중앙복권방,전북 전주시 완산구 공북로 95,전북 전주시 완산구 태평동 8-9번지
5867,Letsgo복권유통,전북 전주시 덕진구 무삼지로 29,전북 전주시 덕진구 인후동1가 904-1번지
5868,Letsgo복권방,전북 전주시 완산구 평화로 190,전북 전주시 완산구 평화동1가 741-3
5869,Letsgo복권방(동산점),전북 전주시 덕진구 쪽구름로 57-1,전북 전주시 덕진구 여의동 580-5
5870,뉴팡팡복권,전북 전주시 덕진구 쪽구름로 117,전북 전주시 덕진구 반월동 385-3번지
5871,38복권방,전북 전주시 완산구 용리로 118,전북 전주시 완산구 삼천동1가 606-3
5872,황금복권마트,전북 전주시 덕진구 솔내로 148,전북 전주시 덕진구 송천동1가 107-179번지
5873,찬스복권방,전북 전주시 덕진구 태진로 120,전북 전주시 덕진구 진북동 407-4번지
5874,터미널복권방,전북 정읍시 연지8길 6,전북 정읍시 연지동 311-5번지
5875,벼락부자,전북 정읍시 서부산업도로 294-1,전북 정읍시 연지동 343-15
5876,푸른복권방,전북 군산시 부곡4길 5,전북 군산시 나운동 855-1번지
5877,우정슈퍼,전북 군산시 공단대로 608 우정슈퍼,전북 군산시 소룡동 1535-15
5878,금강안경원,전북 군산시 중앙로 186 1001안경콘텍트,전북 군산시 중앙로1가 9-8
5879,시영마트,전북 익산시 부송로 52,전북 익산시 부송동 1040번지
5880,현대장미슈퍼,전북 익산시 동서로61길 41,전북 익산시 어양동 493-12번지
5881,진로베스토아,전북 익산시 동서로 359,전북 익산시 영등동 210-5번지
5882,동산마트,전북 익산시 동서로43길 34,전북 익산시 영등동 689-9번지
5883,우성약국,전북 익산시 평동로7길 79,전북 익산시 중앙동3가 26-4번지
5884,프랜드마트두산점,전북 전주시 덕진구 매봉로 10,전북 전주시 덕진구 금암동 1576-52
5885,부업동아리,전북 전주시 덕진구 송천중앙로 99,전북 전주시 덕진구 송천동1가 387-1
5886,대박복권방,전북 전주시 덕진구 붓내3길 18,전북 전주시 덕진구 송천동2가 245-1번지
5887,이마트24,전북 전주시 덕진구 백제대로 835,전북 전주시 덕진구 우아동3가 746-40번지
5888,썬,전북 전주시 덕진구 우아3길 18,전북 전주시 덕진구 우아동3가 747-9번지
5889,주공홈마트,전북 전주시 완산구 장승배기로 11,전북 전주시 완산구 삼천동1가 766-2번지
5890,엉터리마트,전북 정읍시 충정로 51,전북 정읍시 상동 225-4번지
5891,대박찬스,전북 정읍시 관통로 59,전북 정읍시 상동 743-34번지
5892,베스트올수성점,전북 정읍시 수성2로 28 영화마을 VIDEO,전북 정읍시 수성동 932-1
5893,훼미리마트 우아대로점,전북 전주시 덕진구 건산로 276,전북 전주시 덕진구 우아동2가 866-1번지
5894,안경매니져,전북 전주시 완산구 거마평로 57,전북 전주시 완산구 삼천동1가 287-14번지
5895,에이데이마트,전남 목포시 백년대로375번길 42,전남 목포시 옥암동 957번지
5896,복권세상,전남 목포시 영산로270번길 2,전남 목포시 용당2동 960-108번지
5897,로또나라,전남 광양시 중마중앙로 126,전남 광양시 중동 1296-11번지
5898,복권세상,전남 목포시 청호로 139,전남 목포시 산정동 1693-4
5899,대박복권,전남 나주시 구진포로 483,전남 나주시 삼영동 48번지
5900,행운로또,전남 여수시 상암로 627-1,전남 여수시 상암동 1702-2
5901,복권나라,전남 순천시 신대로 97,전남 순천시 해룡면 신대리 2003번지
5902,복권나라동성점,전남 순천시 연향번영길 94,전남 순천시 연향동 1347번지
5903,광양복권전문점,전남 광양시 순광로 688 광양버스터미널,전남 광양시 광양읍 인동리 413
5904,늘푸른마트,전남 목포시 용해지구로88번길 23,전남 목포시 용해동 1042
5905,이삭,전남 목포시 남악2로 54,전남 목포시 옥암동 1274-3번지
5906,코사마트정훈점,전남 목포시 영산로 250,전남 목포시 용당2동 960-184번지
5907,윤성상회,전남 나주시 나주로 184-5,전남 나주시 중앙동 86-19
5908,신안비치아파트3차슈퍼,전남 목포시 고하대로 641-9,전남 목포시 산정동 1259-3번지
5909,신신마트편의점,전남 목포시 철로마을길 36,전남 목포시 산정동 178-88번지
5910,여수동서상사,전남 여수시 신월로 709,전남 여수시 국동 655번지
5911,DC마트국동점,전남 여수시 신월로 689,전남 여수시 국동 682
5912,서부슈퍼,전남 여수시 좌수영로 14,전남 여수시 서교동 280-55번지
5913,신동아마트(거북),전남 여수시 무선로 50 신동아파밀리에아파트,전남 여수시 학동 54
5914,화이트마트,전남 여수시 동문로 90-1,전남 여수시 공화동 1064번지
5915,에이스로또,전남 여수시 여서로 154,전남 여수시 여서동 490-3번지
5916,금진슈퍼,전남 여수시 좌수영로 11,전남 여수시 서교동 464번지
5917,일레븐마트무선점,전남 여수시 성산로 19,전남 여수시 화장동 871-3번지
5918,미평디씨로또,전남 여수시 미평로 50,전남 여수시 미평동 255-11
5919,큐마트로또덕충점,전남 여수시 충민로 183,전남 여수시 덕충동 1747-1
5920,포시즌마트,전남 순천시 장천3길 10,전남 순천시 장천동 85-21번지
5921,플러스하나,전남 순천시 우석로 49,전남 순천시 덕월동 1371-2번지
5922,내가마트,전남 순천시 삼산로 98,전남 순천시 용당동 349-1
5923,일마트,전남 순천시 중앙시장길 20,전남 순천시 남내동 120-5번지
5924,알짜마트왕지점,전남 순천시 왕궁길 60,전남 순천시 조례동 1804번지
5925,도소매복권방,전남 광양시 광영로 146,전남 광양시 광영동 759-4번지
5926,동행복권 시청점,전남 광양시 행정2길 2,전남 광양시 중동 1317-5
5927,북부상회,전남 광양시 인덕로 1082,전남 광양시 광양읍 칠성리 901-2
5928,제이스테이션,전남 여수시 문수로 73-1,전남 여수시 문수동 123-5
5929,우일슈퍼,전남 순천시 팔마로 13,전남 순천시 장천동 85-35번지
5930,굿모닝,전남 순천시 중앙로 220,전남 순천시 매곡동 420-5번지
5931,나눔로또편의점,전남 광양시 공영로 90,전남 광양시 중동 1758-3
5932,나주복권방,전남 나주시 빛가람로 736,전남 나주시 빛가람동 277-4
5933,알리바이(나주점),전남 나주시 나주로 142,전남 나주시 금성동 2-2번지
5934,금강로또,전남 목포시 용당로 151,전남 목포시 용당2동 183-8번지
5935,황금열쇠금고,전남 목포시 영산로 135,전남 목포시 호남동 453번지
5936,열린서점,전남 목포시 삼각로43번길 10,전남 목포시 상동 823-6번지
5937,대박복권방,전남 목포시 원산로 64,전남 목포시 산정동 1779-8번지
5938,글라스바바안경,전남 여수시 시청로 12 광주은행,전남 여수시 학동 69-7
5939,비디오테크편의점,전남 여수시 새터로 98-1,전남 여수시 신기동 12-23
5940,대성전자,전남 여수시 충무1길 10,전남 여수시 충무동 541번지
5941,용미사진관(로또),전남 순천시 팔마로 113-1,전남 순천시 조곡동 156-11번지
5942,모닝글로리연향점,전남 순천시 연향상가3길 4,전남 순천시 연향동 1343-1번지
5943,J스테이션복권방,전남 순천시 장명로 21 j스테이션,전남 순천시 장천동 52-2
5944,네거리로또명당,전남 광양시 신재로 46,전남 광양시 광양읍 목성리 921
5945,안경명가,전남 목포시 비파로 54,전남 목포시 상동 1000번지
5946,대박찬스,전남 여수시 문수로 159-1,전남 여수시 문수동 81-3번지
5947,노다지복권방,전남 여수시 봉산1로 12,전남 여수시 봉산동 274-4번지
5948,벌교 로또복권방,전남 보성군 벌교읍 채동선로 218-1,전남 보성군 벌교읍 벌교리 737-25번지
5949,일등로또복권점,전남 여수시 신월로 559,전남 여수시 신월동 67번지
5950,엠에스로또,전남 여수시 강남로 66,전남 여수시 돌산읍 우두리 1069-9
5951,우리로또복권방,전남 여수시 무선중앙로 71,전남 여수시 선원동 1247-14번지
5952,소호복권방,전남 여수시 소호로 518,전남 여수시 소호동 1199-9
5953,천하명당,전남 여수시 망마로 107,전남 여수시 신기동 128-5번지
5954,복권천국,전남 여수시 선소로 62,전남 여수시 신기동 139번지
5955,복권천지,전남 여수시 흥국로 100,전남 여수시 신기동 73-1번지
5956,일등로또,전남 여수시 여문문화길 57-1,전남 여수시 여서동 208번지
5957,로또복권맥,전남 여수시 여문1로 52,전남 여수시 여서동 215-6
5958,나이스로또복권,전남 여수시 이순신광장로 210,전남 여수시 종화동 580번지
5959,케이복권방,전남 여수시 좌수영로 440,전남 여수시 둔덕동 504-5번지
5960,로또복권,전남 영광군 영광읍 물무로 106-5,전남 영광군 영광읍 백학리 6-2번지
5961,베스트원,전남 영광군 신남로 209-1,전남 영광군 영광읍 남천리 309-11
5962,삼천리로또,전남 곡성군 곡성읍 곡성로 853,전남 곡성군 곡성읍 읍내리 250-8번지
5963,심청로또,전남 곡성군 리문5길 15,전남 곡성군 옥과면 리문리 409-3
5964,남평로또점,전남 나주시 남평1로 12 파평회관,전남 나주시 남평읍 남평리 172
5965,죽향복권방,전남 담양군 죽녹원로 33,전남 담양군 담양읍 지침리 88-5
5966,하당마크사로또,전남 목포시 옥암로 78,전남 목포시 옥암동 990-5
5967,고속로또,전남 목포시 영산로 95-2,전남 목포시 명륜동 6-5번지
5968,대동,전남 목포시 백년대로280번길 7,전남 목포시 상동 895-7
5969,대박,전남 목포시 원산중앙로 51,전남 목포시 산정동 1732번지
5970,가자복권천국,전남 목포시 신흥로45번길 2,전남 목포시 상동 878-4번지
5971,로또복권명당방,전남 무안군 삼향읍 남악3로82번길 20,전남 무안군 삼향읍 남악리 2179번지
5972,그린마트(엔탑정보),전남 순천시 팔마1길 26,전남 순천시 연향동 1660-1번지
5973,새론마트내로또복권,전남 순천시 북문5길 5,전남 순천시 매곡동 22-12번지
5974,강남슈퍼내복권판매,전남 순천시 이수로 280,전남 순천시 조례동 1315-1번지
5975,금전산복권방,전남 순천시 연향1로 17-1,전남 순천시 연향동 1374-12번지
5976,명성복권방,전남 순천시 기적의도서관길 25,전남 순천시 연향동 1462-2번지
5977,알리바이금당점,전남 순천시 대석길 44 알리바이편의점,전남 순천시 연향동 1505-5
5978,인제로또,전남 순천시 매안로 66,전남 순천시 해룡면 신대리 2002-2
5979,순천복권랜드,전남 순천시 신월큰길 26,전남 순천시 조례동 955-1
